0 -0.416147
0.00520833 -0.323066
0.0104167 -0.228496
0.015625 -0.132738
0.0208333 -0.0360973
0.0260417 0.0611176
0.03125 0.158594
0.0364583 0.256017
0.0416667 0.353074
0.046875 0.44945
0.0520833 0.544833
0.0572917 0.638916
0.0625 0.731394
0.0677083 0.821968
0.0729167 0.910349
0.078125 0.996251
0.0833333 1.0794
0.0885417 1.15953
0.09375 1.2364
0.0989583 1.30975
0.104167 1.37937
0.109375 1.44503
0.114583 1.50655
0.119792 1.56373
0.125 1.6164
0.130208 1.66443
0.135417 1.70768
0.140625 1.74602
0.145833 1.77937
0.151042 1.80765
0.15625 1.8308
0.161458 1.84878
0.166667 1.86157
0.171875 1.86917
0.177083 1.8716
0.182292 1.86889
0.1875 1.86111
0.192708 1.84832
0.197917 1.83063
0.203125 1.80813
0.208333 1.78097
0.213542 1.74928
0.21875 1.71323
0.223958 1.67299
0.229167 1.62876
0.234375 1.58073
0.239583 1.52913
0.244792 1.47419
0.25 1.41615
0.255208 1.35525
0.260417 1.29176
0.265625 1.22594
0.270833 1.15807
0.276042 1.08842
0.28125 1.01728
0.286458 0.944936
0.291667 0.871671
0.296875 0.797775
0.302083 0.723536
0.307292 0.64924
0.3125 0.575169
0.317708 0.501602
0.322917 0.428813
0.328125 0.357067
0.333333 0.286624
0.338542 0.217735
0.34375 0.150641
0.348958 0.0855716
0.354167 0.0227462
0.359375 -0.0376289
0.364583 -0.0953604
0.369792 -0.150269
0.375 -0.202191
0.380208 -0.250976
0.385417 -0.296491
0.390625 -0.338618
0.395833 -0.377259
0.401042 -0.412329
0.40625 -0.443764
0.411458 -0.471513
0.416667 -0.495548
0.421875 -0.515855
0.427083 -0.53244
0.432292 -0.545324
0.4375 -0.554547
0.442708 -0.560167
0.447917 -0.562257
0.453125 -0.560907
0.458333 -0.556223
0.463542 -0.548326
0.46875 -0.537352
0.473958 -0.523451
0.479167 -0.506784
0.484375 -0.487529
0.489583 -0.465871
0.494792 -0.442008
0.5 -0.416147
0.505208 -0.388504
0.510417 -0.359303
0.515625 -0.328773
0.520833 -0.29715
0.526042 -0.264673
0.53125 -0.231587
0.536458 -0.198135
0.541667 -0.164564
